Trans. Date,Post Date,Description,Amount,Category
01/13/2024,01/13/2024,"TARGET 00011221091 SAN MATEO CA",42.64,"Supermarkets"
01/14/2024,01/14/2024,"IN-N-OUT MILLBRAE MILLBRAE CA01467P",33.41,"Restaurants"
01/14/2024,01/14/2024,"SAN FRANCISCO BOTANICAL SAN FRANCISCOCA",45.00,"Services"
01/15/2024,01/15/2024,"CAFE AT MOUNTAIN VIEW: G MOUNTAIN VIEWCA",9.28,"Restaurants"
01/15/2024,01/15/2024,"LA FITNESS 949-255-8100 CA",220.00,"Travel/ Entertainment"
01/15/2024,01/15/2024,"SQ *PALMETTO SUPERFOOD BURLINGAME CA0001152921513588761229",25.88,"Restaurants"
01/15/2024,01/15/2024,"TARGET 00011221091 SAN MATEO CA",81.80,"Supermarkets"
01/16/2024,01/16/2024,"DD *TEAPLUSNOODLES 6506819470 CA",71.34,"Restaurants"
01/16/2024,01/16/2024,"EXXONMOBIL SAN FRANCISCOCA",13.73,"Gasoline"
01/16/2024,01/16/2024,"EXXONMOBIL SAN FRANCISCOCA",47.01,"Gasoline"
01/16/2024,01/16/2024,"SQ *BLACK BIRD BOOKSTO SAN FRANCISCOCA0001152921513591984154",69.51,"Merchandise"
01/16/2024,01/16/2024,"STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT",90.83,"Merchandise"
01/17/2024,01/17/2024,"JFF PUBLICATIONS WILTON MANORSFL",10.99,"Merchandise"
01/17/2024,01/17/2024,"SAFEWAY #1547 BURLINGAME CA",41.28,"Supermarkets"
01/18/2024,01/18/2024,"TARGET 00011221091 SAN MATEO CA",48.48,"Supermarkets"
01/19/2024,01/19/2024,"665 - DISTRICT MARKET SAN FRANCISCOCA01955P",11.45,"Merchandise"
01/19/2024,01/19/2024,"CARBON HEALTH 4152002133 CA",20.16,"Medical Services"
01/19/2024,01/19/2024,"HUDSONNEWS ST1104 DENVER CO",9.57,"Merchandise"
01/19/2024,01/19/2024,"SARA LEE DENVER CO",15.93,"Restaurants"
01/19/2024,01/19/2024,"TST* AMOURA CAFE SFO SOUTH SAN FRACA00107565015631300789AA",20.07,"Restaurants"
01/19/2024,01/19/2024,"UNITED AIRLINES 18004214655 TX",35.00,"Travel/ Entertainment"
01/20/2024,01/20/2024,"DUNKIN #362811 TULSA OK",11.90,"Restaurants"
01/20/2024,01/20/2024,"TARGET 00000190091 TULSA OK",156.57,"Supermarkets"
01/20/2024,01/20/2024,"UNITED AIRLINES 18004214655 TXAPPLE PAY ENDING IN 1455",35.00,"Travel/ Entertainment"
01/21/2024,01/21/2024,"GIORDANO'S PRUDENTIAL CHICAGO IL02110P",45.04,"Restaurants"
01/21/2024,01/21/2024,"HUDSONNEWS ST862 DES PLAINES IL",16.27,"Merchandise"
01/21/2024,01/21/2024,"OAKLEY B107 CHICAGO IL",86.01,"Medical Services"
01/21/2024,01/21/2024,"TULSA AIRPORT TULSA OK",14.60,"Restaurants"
01/22/2024,01/22/2024,"AMAZON.COM*R05GT90R0 AMZN.COM/BILLWAKUEGRMXXPE5",22.08,"Merchandise"
01/24/2024,01/24/2024,"SQ *PARK LIFE SAN FRANCISCOCA0001152921513614475959",65.18,"Merchandise"
01/24/2024,01/24/2024,"TARGET 00011221091 SAN MATEO CAAPPLE PAY ENDING IN 1455",42.17,"Supermarkets"
01/25/2024,01/25/2024,"INTERNET PAYMENT - THANK YOU",-2068.37,"Payments and Credits"
01/25/2024,01/25/2024,"TST* LETS ROLL ICE CRE 415-999-9882 CA00097960015707478344AA",10.00,"Restaurants"
01/26/2024,01/26/2024,"CCBILL.COM 888-5969279 AZ",8.49,"Merchandise"
01/27/2024,01/27/2024,"ADOBE INC. 408-536-6000 CA",29.99,"Merchandise"
01/27/2024,01/27/2024,"ITOYA TOPDRAWER-PALO ALT PALO ALTO CA",69.76,"Merchandise"
01/27/2024,01/27/2024,"JOE THE JUICE NY BURLINGAME CA",17.99,"Restaurants"
01/27/2024,01/27/2024,"TST* SUNRIGHT TEA STUDIO SAN JOSE CA",14.49,"Restaurants"
01/28/2024,01/28/2024,"SQ *BLUE OAK BREWING C SAN CARLOS CA0001152921513628299936",12.60,"Restaurants"
01/28/2024,01/28/2024,"SQ *BLUE OAK BREWING C SAN CARLOS CA0001152921513628390332",12.60,"Restaurants"
01/28/2024,01/28/2024,"SQ *OFF THE GRID SAN FRANCISCOCAAPPLE PAY ENDING IN 14550001152921513628124415",35.35,"Restaurants"
01/28/2024,01/28/2024,"TARGET 00011221091 SAN MATEO CA",99.78,"Supermarkets"
01/30/2024,01/30/2024,"EXPLOSIONS IN THE SKY 6502396947 TX",35.00,"Merchandise"
01/30/2024,01/30/2024,"SQ *GAI CHICKEN AND RI SAN FRANCISCOCA0001152921513633686044",5.97,"Restaurants"
01/31/2024,01/31/2024,"JFF PUBLICATIONS WILTON MANORSFL",25.99,"Merchandise"
01/31/2024,01/31/2024,"SQ *GAI CHICKEN AND RI GOSQ.COM CAAPPLE PAY ENDING IN 14550001152921513633626927",15.64,"Restaurants"
02/01/2024,02/01/2024,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455",31.75,"Merchandise"
02/01/2024,02/01/2024,"CHATGPT SUBSCRIPTION 4158799686 CA",20.00,"Merchandise"
02/01/2024,02/01/2024,"COCUSOCIAL COOKING CLA 9299303900 NY",126.00,"Supermarkets"
02/01/2024,02/01/2024,"PADDLE.NET* REALPYTHON 7745236658 NY",29.99,"Merchandise"
02/01/2024,02/03/2024,"BARNES & NOBLE #3450 BURLINGAME CA",59.13,"Merchandise"
02/01/2024,02/03/2024,"PLANNED PARENTHOOD ACTIO NEW YORK NY",5.00,"Services"
02/01/2024,02/03/2024,"SPOTIFY P298D360D2 8777781161 NY",5.99,"Merchandise"
02/02/2024,02/02/2024,"ONEPASS 877-515-9364 MN299153",273.60,"Services"
02/02/2024,02/03/2024,"CAFE MAJESTIC SAN FRANCISCOCA",24.12,"Restaurants"
02/02/2024,02/03/2024,"KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT",10.00,"Merchandise"
02/02/2024,02/03/2024,"SAFEWAY #1547 BURLINGAME CA",40.71,"Supermarkets"
02/03/2024,02/03/2024,"AUTOMATIC STATEMENT CREDIT",-49.26,"Awards and Rebate Credits"
02/03/2024,02/03/2024,"JFF PUBLICATIONS WILTON MANORSFL",20.99,"Merchandise"
02/04/2024,02/04/2024,"AMAZON.COM*R21YF99W2 AMZN.COM/BILLWAM5391JUR8QP",22.08,"Merchandise"
02/04/2024,02/04/2024,"ASIAN BOX- ASIAN ART MUS SAN FRANCISCOCA",27.35,"Restaurants"
02/05/2024,02/05/2024,"AMAZON.COM*RB94D4TU0 AMZN.COM/BILLWA4A5039PKX10",18.09,"Merchandise"
02/06/2024,02/06/2024,"DOTHEBAY MORE 5129009058 TXAPPLE PAY ENDING IN 1455",5.00,"Merchandise"
02/07/2024,02/07/2024,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWDYYBWWGA0",9.99,"Merchandise"
02/07/2024,02/07/2024,"INTERNET PAYMENT - THANK YOU",-1166.54,"Payments and Credits"
02/07/2024,02/08/2024,"DOTHEBAY MORE 5129009058 TXAPPLE PAY ENDING IN 1455",-5.00,"Payments and Credits"
02/08/2024,02/08/2024,"99 RANCH #1782 FOSTER CITY CA",87.72,"Supermarkets"
02/08/2024,02/08/2024,"CLASSPASS* MONTHLY 8884935953 MT",89.00,"Travel/ Entertainment"
02/08/2024,02/08/2024,"VOGUISHLI HONGKONG HKG",59.98,"Merchandise"
02/09/2024,02/09/2024,"FASTRAK CSC 415-486-8655 CA",25.00,"Travel/ Entertainment"
02/10/2024,02/10/2024,"EB WATERSTRIDER 801-413-7200 CAAPPLE PAY ENDING IN 1455",28.29,"Services"
02/10/2024,02/10/2024,"SAFEWAY #1547 BURLINGAME CA",85.46,"Supermarkets"
02/10/2024,02/10/2024,"SEE TICKETS 3239080607 CA",53.10,"Travel/ Entertainment"
02/11/2024,02/11/2024,"TRADER JOE S #067 SAN MATEO CA",37.68,"Supermarkets"
02/11/2024,02/11/2024,"VALVE BELLEVUE WA",39.99,"Merchandise"
02/11/2024,02/11/2024,"VALVE BELLEVUE WA",49.46,"Merchandise"
02/11/2024,02/11/2024,"WALGREENS #0625 MILLBRAE CAAPPLE PAY ENDING IN 1455",26.11,"Merchandise"
02/12/2024,02/12/2024,"AXS.COMNORTHERN CAL 888-929-7849 CA",61.05,"Travel/ Entertainment"
02/12/2024,02/12/2024,"REGENCY BALLROOM TKTS SAN FRANCISCOCA",47.00,"Travel/ Entertainment"
02/12/2024,02/12/2024,"SILVERSUN PICKUPS 6502396947 CA",105.00,"Merchandise"
02/13/2024,02/13/2024,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455",24.79,"Merchandise"
02/14/2024,02/14/2024,"STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT",90.54,"Merchandise"
02/15/2024,02/15/2024,"LA FITNESS 949-255-8100 CA",220.00,"Travel/ Entertainment"
02/17/2024,02/17/2024,"AMZN MKTP US*RI1E796R2 AMZN.COM/BILLWA5XPAQQUV6J3",23.00,"Merchandise"
02/18/2024,02/18/2024,"EMA HOUSE SANTA CLARA CA",20.46,"Restaurants"
02/18/2024,02/18/2024,"SAFEWAY #1547 BURLINGAME CA",36.83,"Supermarkets"
02/18/2024,02/18/2024,"THE UPS STORE 2354 BURLINGAME CA",20.61,"Services"
02/19/2024,02/19/2024,"AMAZON.COM*RW2P61GR0 AMZN.COM/BILLWA59SOK5UFCC7",22.08,"Merchandise"
02/20/2024,02/20/2024,"VALVE BELLEVUE WA",20.99,"Merchandise"
02/21/2024,02/21/2024,"CCBILL.COM 888-5969279 AZ",12.75,"Merchandise"
02/21/2024,02/21/2024,"INTERNET PAYMENT - THANK YOU",-1263.14,"Payments and Credits"
02/22/2024,02/22/2024,"APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 1455",63.59,"Merchandise"
02/22/2024,02/22/2024,"FANDANGO 866-857-5191 CAAPPLE PAY ENDING IN 1455",54.36,"Travel/ Entertainment"
02/26/2024,02/26/2024,"CCBILL.COM 888-5969279 AZ",9.04,"Merchandise"
02/26/2024,02/26/2024,"EB CARRIERCON 2024 801-413-7200 CAAPPLE PAY ENDING IN 1455",33.52,"Services"
02/27/2024,02/27/2024,"ADOBE INC. 408-536-6000 CA",29.99,"Merchandise"
02/27/2024,02/27/2024,"SQ *ZEITGEIST SAN FRANCISCOCA0001152921513721864600",10.37,"Restaurants"
02/28/2024,02/28/2024,"AMAZON.COM*RW5N37QQ1 AMZN.COM/BILLWA3VMKL3N2FUH",27.36,"Merchandise"
02/28/2024,02/28/2024,"FLASHROUTERS 866-509-5817 NJ",184.99,"Merchandise"
02/28/2024,03/03/2024,"CCBILL.COM 888-5969279 AZ",8.19,"Merchandise"
02/29/2024,02/29/2024,"SEE TICKETS 3239080607 CA",25.77,"Travel/ Entertainment"
02/29/2024,02/29/2024,"SQ *OLFACTORY, INC. SAN FRANCISCOCA0001152921513728781825",44.81,"Supermarkets"
03/01/2024,03/01/2024,"SQ *1015 FOLSOM SAN FRANCISCOCA0001152921513728894286",23.46,"Restaurants"
03/01/2024,03/03/2024,"AMAZON.COM*RW4S69Y71 AMZN.COM/BILLWA3VEYPED2U2S",23.69,"Merchandise"
03/01/2024,03/03/2024,"CHATGPT SUBSCRIPTION 4158799686 CA",20.00,"Merchandise"
03/01/2024,03/03/2024,"PLANNED PARENTHOOD ACTIO NEW YORK NY",5.00,"Services"
03/01/2024,03/03/2024,"SPOTIFY P2A436E315 8777781161 NY",5.99,"Merchandise"
03/02/2024,03/03/2024,"BREAKING POINTS 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT",10.00,"Merchandise"
03/02/2024,03/03/2024,"CCBILL.COM 888-5969279 AZ",6.37,"Merchandise"
03/02/2024,03/03/2024,"FIVE BELOW 1436 FOSTER CITY CA",13.25,"Merchandise"
03/02/2024,03/03/2024,"MESKIE'S ETHIOPIA RESTAU BERKELEY CA",99.52,"Restaurants"
03/02/2024,03/03/2024,"ONEPASS 877-515-9364 MN332266",273.60,"Services"
03/02/2024,03/03/2024,"TARGET 00011221091 SAN MATEO CA",37.61,"Supermarkets"
03/02/2024,03/03/2024,"UNIQLO USA LLC UNIQLO  SAN MATEO CA",54.70,"Merchandise"
03/03/2024,03/03/2024,"MONTCLAIR GARAGE PRK MBL OAKLAND CAAPPLE PAY ENDING IN 1455",16.30,"Services"
03/03/2024,03/03/2024,"SNACK* SOMI SOMI SAN M 8668682146 CA",17.62,"Restaurants"
03/04/2024,03/04/2024,"AUTOMATIC STATEMENT CREDIT",-22.56,"Awards and Rebate Credits"
03/05/2024,03/05/2024,"SAFEWAY #1547 BURLINGAME CA",124.59,"Supermarkets"
03/07/2024,03/07/2024,"AMAZON PRIME*RZ4ZI9WG1 888-802-3080 WA1XVIY71QS16",65.74,"Merchandise"
03/07/2024,03/07/2024,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWF1F5XWFA0",9.99,"Merchandise"
03/07/2024,03/07/2024,"INTERNET PAYMENT - THANK YOU",-541.00,"Payments and Credits"
03/08/2024,03/08/2024,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMXJ1VQHWJA0",42.92,"Merchandise"
03/08/2024,03/08/2024,"EPOCH.COM GUERNSEY GGY",8.04,"Merchandise"
03/08/2024,03/08/2024,"GRUBHUBURBANMOMO 877-585-1085 NYAPPLE PAY ENDING IN 1455",44.50,"Restaurants"
03/08/2024,03/08/2024,"MEN HAVING BABIES 4072523825 NY",80.00,"Services"
03/09/2024,03/09/2024,"AXS.COMNORTHERN CAL 888-929-7849 CA",85.55,"Travel/ Entertainment"
03/09/2024,03/09/2024,"SQ *BURLINGAME BURLINGAME CA0001152921513760147969",23.34,"Restaurants"
03/09/2024,03/09/2024,"TARGET 00011221091 SAN MATEO CA",41.36,"Supermarkets"
03/10/2024,03/10/2024,"FUEL 24 7 AT MILLER MILL VALLEY CA",47.01,"Gasoline"
03/10/2024,03/10/2024,"MAIDO STATIONERY - JT2 SAN FRANCISCOCA",5.38,"Merchandise"
03/10/2024,03/10/2024,"MUIR SPACE 4288 MILL VALLEY CA",9.50,"Services"
03/10/2024,03/10/2024,"MUIR WOODS MILL VALLEY CA",13.91,"Merchandise"
03/10/2024,03/10/2024,"TST* PINKPINK - JAPANT SAN FRANCISCOCA00091934016492835654AA",10.29,"Restaurants"
03/11/2024,03/11/2024,"BONOBOS BONOBOS.COM OH",130.46,"Merchandise"
03/11/2024,03/11/2024,"JFF PUBLICATIONS WILTON MANORSFL",21.98,"Merchandise"
03/11/2024,03/11/2024,"TST* CAFE 382 SOUTH SAN FRACA00070908016503966764AA",27.86,"Restaurants"
03/13/2024,03/13/2024,"99 RANCH #1782 FOSTER CITY CA",78.30,"Supermarkets"
03/14/2024,03/14/2024,"STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT",90.54,"Merchandise"
03/14/2024,03/14/2024,"TARGET 00011221091 SAN MATEO CA",94.75,"Supermarkets"
03/16/2024,03/16/2024,"APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWF228FJ1A0",35.77,"Merchandise"
03/16/2024,03/16/2024,"CCBILL.COM 888-5969279 AZ",3.19,"Merchandise"
03/16/2024,03/16/2024,"CCBILL.COM 888-5969279 AZ",9.57,"Merchandise"
03/16/2024,03/16/2024,"CCBILL.COM 888-5969279 AZ",12.76,"Merchandise"
03/16/2024,03/16/2024,"CCBILL.COM 888-5969279 AZ",17.00,"Merchandise"
03/16/2024,03/16/2024,"EB WILLIS 801-413-7200 CAAPPLE PAY ENDING IN 1455",44.74,"Services"
03/16/2024,03/16/2024,"SP RING USA 8006561918 CA",370.99,"Merchandise"
03/17/2024,03/17/2024,"SQ *B STREET & VINE SAN MATEO CA0001152921513792978552",100.91,"Restaurants"
03/17/2024,03/17/2024,"THE UC THEATRE 919-653-0443 NC",32.45,"Travel/ Entertainment"
03/17/2024,03/17/2024,"TST* NEW ENGLAND LOBST 650-443-1559 CAAPPLE PAY ENDING IN 145500019570016593761538AA",14.20,"Restaurants"
03/17/2024,03/17/2024,"TST* NEW ENGLAND LOBST 650-443-1559 CAAPPLE PAY ENDING IN 145500019570016593356136AA",106.93,"Restaurants"
03/18/2024,03/18/2024,"APPLE STORE #R029 BURLINGAME CAR029105612201",91.98,"Merchandise"
03/18/2024,03/18/2024,"CCBILL.COM 888-5969279 AZ",5.85,"Merchandise"
03/18/2024,03/18/2024,"CCBILL.COM 888-5969279 AZ",9.30,"Merchandise"
03/18/2024,03/18/2024,"ETSY, INC. ETSY.COM/ NYAPPLE PAY ENDING IN 1455",39.96,"Merchandise"
03/18/2024,03/18/2024,"ETSY, INC. ETSY.COM/ NYAPPLE PAY ENDING IN 1455",50.43,"Merchandise"
03/19/2024,03/19/2024,"INTERNET PAYMENT - THANK YOU",-2373.80,"Payments and Credits"
03/19/2024,03/19/2024,"TST* HAMANO SUSHI SAN FRANCISCOCA",91.71,"Restaurants"
03/20/2024,03/20/2024,"AMAZON.COM*RH6FB8GE2 AMZN.COM/BILLWA55PN2MD3ECU",23.69,"Merchandise"
03/20/2024,03/20/2024,"VALVE BELLEVUE WA",52.39,"Merchandise"
03/21/2024,03/21/2024,"TST* JUPITER PIZZA & B BERKELEY CA00011295016687580189AA",20.00,"Restaurants"
03/21/2024,03/21/2024,"WALGREENS #12257 BURLINGAME CA",11.10,"Merchandise"
03/22/2024,03/22/2024,"SQ *INTERVALS PORTLAND OR0001152921513803820464",40.25,"Merchandise"
03/22/2024,03/22/2024,"TARGET 00011221091 SAN MATEO CA",19.33,"Supermarkets"
03/22/2024,03/22/2024,"VALVE BELLEVUE WA",29.99,"Merchandise"
03/23/2024,03/23/2024,"WALGREENS #7043 SAN FRANCISCOCAAPPLE PAY ENDING IN 1455",13.07,"Merchandise"
03/24/2024,03/24/2024,"SQ *NICK CIPPONERI FAR SAN FRANCISCOCA0001152921513812955955",8.00,"Supermarkets"
03/25/2024,03/25/2024,"CCBILL.COM 888-5969279 AZ",7.43,"Merchandise"
03/25/2024,03/25/2024,"CCBILL.COM 888-5969279 AZ",12.75,"Merchandise"
03/25/2024,03/25/2024,"GOOGLE *COLAB CC@GOOGLE.COMCAP10LBCZT",10.59,"Merchandise"
03/25/2024,03/25/2024,"JEFFREYS HAMBURGER SM SAN MATEO CA",31.22,"Restaurants"
03/25/2024,03/25/2024,"OTF SAN MATEO 650-4870404 CA",4.39,"Travel/ Entertainment"
03/25/2024,03/27/2024,"SP RING USA 8006561918 CA",-370.99,"Payments and Credits"
03/27/2024,03/27/2024,"ADOBE *ADOBE 408-536-6000 CA",29.99,"Merchandise"
03/27/2024,03/27/2024,"ALIPAY BEIJING CHN1442.00 @ 00000000.1385714 CNY",199.82,"Department Stores"
03/27/2024,03/27/2024,"FASTRAK CSC 415-486-8655 CA",25.00,"Travel/ Entertainment"
03/27/2024,03/27/2024,"FIVE BELOW 1436 FOSTER CITY CA",8.75,"Merchandise"
03/27/2024,03/27/2024,"LYFT 1 RIDE 03-25 855-865-9553 CA",8.99,"Travel/ Entertainment"
03/27/2024,03/27/2024,"MARVIN'S FARMERS MARKET MENLO PARK CA",29.59,"Supermarkets"
03/27/2024,03/27/2024,"THE UC THEATRE 919-653-0443 NC",70.04,"Travel/ Entertainment"
03/28/2024,03/28/2024,"CCBILL.COM 888-5969279 AZ",7.43,"Merchandise"
03/28/2024,03/28/2024,"CCBILL.COM 888-5969279 AZ",10.35,"Merchandise"
03/28/2024,03/28/2024,"WILLIS 6502396947 TN",103.50,"Merchandise"
03/29/2024,03/29/2024,"CCBILL.COM 888-5969279 AZ",10.62,"Merchandise"
03/29/2024,03/29/2024,"CCBILL.COM 888-5969279 AZ",10.62,"Merchandise"
03/29/2024,03/29/2024,"COW PALACE (FOOD) 6502396947 CA",34.80,"Merchandise"
03/29/2024,03/29/2024,"JFF PUBLICATIONS WILTON MANORSFL",6.98,"Merchandise"
03/30/2024,03/30/2024,"CCBILL.COM 888-5969279 AZ",19.13,"Merchandise"
03/30/2024,03/30/2024,"COW PALACE (BAR) 6502396947 CA",50.09,"Merchandise"
03/30/2024,03/30/2024,"SQ *ZAREEN'S RESTAURAN REDWOOD CITY CA0001152921513836598792",41.80,"Restaurants"
03/30/2024,03/30/2024,"TARGET 00010546091 SAN BRUNO CA",34.37,"Supermarkets"
03/31/2024,03/31/2024,"SNACK* SOMI SOMI SAN M 8668682146 CA",5.40,"Restaurants"
04/01/2024,04/01/2024,"AMAZON.COM*783OU3U03 AMZN.COM/BILLWANQUB51SMK9Q",69.64,"Merchandise"
04/01/2024,04/01/2024,"CHATGPT SUBSCRIPTION 4158799686 CA",20.00,"Merchandise"
04/01/2024,04/01/2024,"DD DOORDASH SUSHIRRIT 855-973-1040 CAAPPLE PAY ENDING IN 1455",28.57,"Restaurants"
04/01/2024,04/01/2024,"SP KORI WORLD 4012179994 CA",57.98,"Merchandise"
04/01/2024,04/01/2024,"THE DISTRICT BARBERS D 9292652995 NYAPPLE PAY ENDING IN 1455",61.00,"Services"
04/01/2024,04/03/2024,"CCBILL.COM 888-5969279 AZ",3.19,"Merchandise"
04/01/2024,04/03/2024,"PLANNED PARENTHOOD ACTIO NEW YORK NY",5.00,"Services"
04/01/2024,04/03/2024,"SAFEWAY #1547 BURLINGAME CA",62.46,"Supermarkets"
04/01/2024,04/03/2024,"SPOTIFY P2B1395D1E 8777781161 NY",5.99,"Merchandise"
