Trans. Date,Post Date,Description,Amount,Category
2/1/2024,2/1/2024,COCUSOCIAL COOKING CLA 9299303900 NY,126,Supermarkets
2/1/2024,2/1/2024,PADDLE.NET* REALPYTHON 7745236658 NY,29.99,Merchandise
2/1/2024,2/3/2024,BARNES & NOBLE #3450 BURLINGAME CA,59.13,Merchandise
2/1/2024,2/3/2024,PLANNED PARENTHOOD ACTIO NEW YORK NY,5,Services
2/1/2024,2/3/2024,SPOTIFY P298D360D2 8777781161 NY,5.99,Merchandise
2/2/2024,2/2/2024,ONEPASS 877-515-9364 MN299153,273.6,Services
2/2/2024,2/3/2024,CAFE MAJESTIC SAN FRANCISCOCA,24.12,Restaurants
2/2/2024,2/3/2024,KRYSTAL AND SAAGAR 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise
2/2/2024,2/3/2024,SAFEWAY #1547 BURLINGAME CA,40.71,Supermarkets
2/3/2024,2/3/2024,AUTOMATIC STATEMENT CREDIT,-49.26,Awards and Rebate Credits
2/3/2024,2/3/2024,JFF PUBLICATIONS WILTON MANORSFL,20.99,Merchandise
2/4/2024,2/4/2024,AMAZON.COM*R21YF99W2 AMZN.COM/BILLWAM5391JUR8QP,22.08,Merchandise
2/4/2024,2/4/2024,ASIAN BOX- ASIAN ART MUS SAN FRANCISCOCA,27.35,Restaurants
2/5/2024,2/5/2024,AMAZON.COM*RB94D4TU0 AMZN.COM/BILLWA4A5039PKX10,18.09,Merchandise
2/6/2024,2/6/2024,DOTHEBAY MORE 5129009058 TXAPPLE PAY ENDING IN 1455,5,Merchandise
2/7/2024,2/7/2024,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWDYYBWWGA0,9.99,Merchandise
2/7/2024,2/7/2024,INTERNET PAYMENT - THANK YOU,-1166.54,Payments and Credits
2/7/2024,2/8/2024,DOTHEBAY MORE 5129009058 TXAPPLE PAY ENDING IN 1455,-5,Payments and Credits
2/8/2024,2/8/2024,99 RANCH #1782 FOSTER CITY CA,87.72,Supermarkets
2/8/2024,2/8/2024,CLASSPASS* MONTHLY 8884935953 MT,89,Travel/ Entertainment
2/8/2024,2/8/2024,VOGUISHLI HONGKONG HKG,59.98,Merchandise
2/9/2024,2/9/2024,FASTRAK CSC 415-486-8655 CA,25,Travel/ Entertainment
2/10/2024,2/10/2024,EB WATERSTRIDER 801-413-7200 CAAPPLE PAY ENDING IN 1455,28.29,Services
2/10/2024,2/10/2024,SAFEWAY #1547 BURLINGAME CA,85.46,Supermarkets
2/10/2024,2/10/2024,SEE TICKETS 3239080607 CA,53.1,Travel/ Entertainment
2/11/2024,2/11/2024,TRADER JOE S #067 SAN MATEO CA,37.68,Supermarkets
2/11/2024,2/11/2024,VALVE BELLEVUE WA,39.99,Merchandise
2/11/2024,2/11/2024,VALVE BELLEVUE WA,49.46,Merchandise
2/11/2024,2/11/2024,WALGREENS #0625 MILLBRAE CAAPPLE PAY ENDING IN 1455,26.11,Merchandise
2/12/2024,2/12/2024,AXS.COMNORTHERN CAL 888-929-7849 CA,61.05,Travel/ Entertainment
2/12/2024,2/12/2024,REGENCY BALLROOM TKTS SAN FRANCISCOCA,47,Travel/ Entertainment
2/12/2024,2/12/2024,SILVERSUN PICKUPS 6502396947 CA,105,Merchandise
2/13/2024,2/13/2024,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455,24.79,Merchandise
2/14/2024,2/14/2024,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,90.54,Merchandise
2/15/2024,2/15/2024,LA FITNESS 949-255-8100 CA,220,Travel/ Entertainment
2/17/2024,2/17/2024,AMZN MKTP US*RI1E796R2 AMZN.COM/BILLWA5XPAQQUV6J3,23,Merchandise
2/18/2024,2/18/2024,EMA HOUSE SANTA CLARA CA,20.46,Restaurants
2/18/2024,2/18/2024,SAFEWAY #1547 BURLINGAME CA,36.83,Supermarkets
2/18/2024,2/18/2024,THE UPS STORE 2354 BURLINGAME CA,20.61,Services
2/19/2024,2/19/2024,AMAZON.COM*RW2P61GR0 AMZN.COM/BILLWA59SOK5UFCC7,22.08,Merchandise
2/20/2024,2/20/2024,VALVE BELLEVUE WA,20.99,Merchandise
2/21/2024,2/21/2024,CCBILL.COM 888-5969279 AZ,12.75,Merchandise
2/21/2024,2/21/2024,INTERNET PAYMENT - THANK YOU,-1263.14,Payments and Credits
2/22/2024,2/22/2024,APPLE.COM/BILL 111-111-1111 CAAPPLE PAY ENDING IN 1455,63.59,Merchandise
2/22/2024,2/22/2024,FANDANGO 866-857-5191 CAAPPLE PAY ENDING IN 1455,54.36,Travel/ Entertainment
2/26/2024,2/26/2024,CCBILL.COM 888-5969279 AZ,9.04,Merchandise
2/26/2024,2/26/2024,EB CARRIERCON 2024 801-413-7200 CAAPPLE PAY ENDING IN 1455,33.52,Services
2/27/2024,2/27/2024,ADOBE INC. 408-536-6000 CA,29.99,Merchandise
2/27/2024,2/27/2024,SQ *ZEITGEIST SAN FRANCISCOCA0001152921513721864600,10.37,Restaurants
2/28/2024,2/28/2024,AMAZON.COM*RW5N37QQ1 AMZN.COM/BILLWA3VMKL3N2FUH,27.36,Merchandise
2/28/2024,2/28/2024,FLASHROUTERS 866-509-5817 NJ,184.99,Merchandise
2/28/2024,3/3/2024,CCBILL.COM 888-5969279 AZ,8.19,Merchandise
2/29/2024,2/29/2024,SEE TICKETS 3239080607 CA,25.77,Travel/ Entertainment
2/29/2024,2/29/2024,"SQ *OLFACTORY, INC. SAN FRANCISCOCA0001152921513728781825",44.81,Supermarkets
3/1/2024,3/1/2024,SQ *1015 FOLSOM SAN FRANCISCOCA0001152921513728894286,23.46,Restaurants
3/1/2024,3/3/2024,AMAZON.COM*RW4S69Y71 AMZN.COM/BILLWA3VEYPED2U2S,23.69,Merchandise
3/1/2024,3/3/2024,CHATGPT SUBSCRIPTION 4158799686 CA,20,Merchandise
3/1/2024,3/3/2024,PLANNED PARENTHOOD ACTIO NEW YORK NY,5,Services
3/1/2024,3/3/2024,SPOTIFY P2A436E315 8777781161 NY,5.99,Merchandise
3/2/2024,3/3/2024,BREAKING POINTS 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise
3/2/2024,3/3/2024,CCBILL.COM 888-5969279 AZ,6.37,Merchandise
3/2/2024,3/3/2024,FIVE BELOW 1436 FOSTER CITY CA,13.25,Merchandise
3/2/2024,3/3/2024,MESKIE'S ETHIOPIA RESTAU BERKELEY CA,99.52,Restaurants
3/2/2024,3/3/2024,ONEPASS 877-515-9364 MN332266,273.6,Services
3/2/2024,3/3/2024,TARGET 00011221091 SAN MATEO CA,37.61,Supermarkets
3/2/2024,3/3/2024,UNIQLO USA LLC UNIQLO  SAN MATEO CA,54.7,Merchandise
3/3/2024,3/3/2024,MONTCLAIR GARAGE PRK MBL OAKLAND CAAPPLE PAY ENDING IN 1455,16.3,Services
3/3/2024,3/3/2024,SNACK* SOMI SOMI SAN M 8668682146 CA,17.62,Restaurants
3/4/2024,3/4/2024,AUTOMATIC STATEMENT CREDIT,-22.56,Awards and Rebate Credits
3/5/2024,3/5/2024,SAFEWAY #1547 BURLINGAME CA,124.59,Supermarkets
3/7/2024,3/7/2024,AMAZON PRIME*RZ4ZI9WG1 888-802-3080 WA1XVIY71QS16,65.74,Merchandise
3/7/2024,3/7/2024,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWF1F5XWFA0,9.99,Merchandise
3/7/2024,3/7/2024,INTERNET PAYMENT - THANK YOU,-541,Payments and Credits
3/8/2024,3/8/2024,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMXJ1VQHWJA0,42.92,Merchandise
3/8/2024,3/8/2024,EPOCH.COM GUERNSEY GGY,8.04,Merchandise
3/8/2024,3/8/2024,GRUBHUBURBANMOMO 877-585-1085 NYAPPLE PAY ENDING IN 1455,44.5,Restaurants
3/8/2024,3/8/2024,MEN HAVING BABIES 4072523825 NY,80,Services
3/9/2024,3/9/2024,AXS.COMNORTHERN CAL 888-929-7849 CA,85.55,Travel/ Entertainment
3/9/2024,3/9/2024,SQ *BURLINGAME BURLINGAME CA0001152921513760147969,23.34,Restaurants
3/9/2024,3/9/2024,TARGET 00011221091 SAN MATEO CA,41.36,Supermarkets
3/10/2024,3/10/2024,FUEL 24 7 AT MILLER MILL VALLEY CA,47.01,Gasoline
3/10/2024,3/10/2024,MAIDO STATIONERY - JT2 SAN FRANCISCOCA,5.38,Merchandise
3/10/2024,3/10/2024,MUIR SPACE 4288 MILL VALLEY CA,9.5,Services
3/10/2024,3/10/2024,MUIR WOODS MILL VALLEY CA,13.91,Merchandise
3/10/2024,3/10/2024,TST* PINKPINK - JAPANT SAN FRANCISCOCA00091934016492835654AA,10.29,Restaurants
3/11/2024,3/11/2024,BONOBOS BONOBOS.COM OH,130.46,Merchandise
3/11/2024,3/11/2024,JFF PUBLICATIONS WILTON MANORSFL,21.98,Merchandise
3/11/2024,3/11/2024,TST* CAFE 382 SOUTH SAN FRACA00070908016503966764AA,27.86,Restaurants
3/13/2024,3/13/2024,99 RANCH #1782 FOSTER CITY CA,78.3,Supermarkets
3/14/2024,3/14/2024,STATE FARM INSURANCE 800-956-6310 ILITEM TRANSFERRED FROM PREV ACCOUNT,90.54,Merchandise
3/14/2024,3/14/2024,TARGET 00011221091 SAN MATEO CA,94.75,Supermarkets
3/16/2024,3/16/2024,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWF228FJ1A0,35.77,Merchandise
3/16/2024,3/16/2024,CCBILL.COM 888-5969279 AZ,3.19,Merchandise
3/16/2024,3/16/2024,CCBILL.COM 888-5969279 AZ,9.57,Merchandise
3/16/2024,3/16/2024,CCBILL.COM 888-5969279 AZ,12.76,Merchandise
3/16/2024,3/16/2024,CCBILL.COM 888-5969279 AZ,17,Merchandise
3/16/2024,3/16/2024,EB WILLIS 801-413-7200 CAAPPLE PAY ENDING IN 1455,44.74,Services
3/16/2024,3/16/2024,SP RING USA 8006561918 CA,370.99,Merchandise
3/17/2024,3/17/2024,SQ *B STREET & VINE SAN MATEO CA0001152921513792978552,100.91,Restaurants
3/17/2024,3/17/2024,THE UC THEATRE 919-653-0443 NC,32.45,Travel/ Entertainment
3/17/2024,3/17/2024,TST* NEW ENGLAND LOBST 650-443-1559 CAAPPLE PAY ENDING IN 145500019570016593761538AA,14.2,Restaurants
3/17/2024,3/17/2024,TST* NEW ENGLAND LOBST 650-443-1559 CAAPPLE PAY ENDING IN 145500019570016593356136AA,106.93,Restaurants
3/18/2024,3/18/2024,APPLE STORE #R029 BURLINGAME CAR029105612201,91.98,Merchandise
3/18/2024,3/18/2024,CCBILL.COM 888-5969279 AZ,5.85,Merchandise
3/18/2024,3/18/2024,CCBILL.COM 888-5969279 AZ,9.3,Merchandise
3/18/2024,3/18/2024,"ETSY, INC. ETSY.COM/ NYAPPLE PAY ENDING IN 1455",39.96,Merchandise
3/18/2024,3/18/2024,"ETSY, INC. ETSY.COM/ NYAPPLE PAY ENDING IN 1455",50.43,Merchandise
3/19/2024,3/19/2024,INTERNET PAYMENT - THANK YOU,-2373.8,Payments and Credits
3/19/2024,3/19/2024,TST* HAMANO SUSHI SAN FRANCISCOCA,91.71,Restaurants
3/20/2024,3/20/2024,AMAZON.COM*RH6FB8GE2 AMZN.COM/BILLWA55PN2MD3ECU,23.69,Merchandise
3/20/2024,3/20/2024,VALVE BELLEVUE WA,52.39,Merchandise
3/21/2024,3/21/2024,TST* JUPITER PIZZA & B BERKELEY CA00011295016687580189AA,20,Restaurants
3/21/2024,3/21/2024,WALGREENS #12257 BURLINGAME CA,11.1,Merchandise
3/22/2024,3/22/2024,SQ *INTERVALS PORTLAND OR0001152921513803820464,40.25,Merchandise
3/22/2024,3/22/2024,TARGET 00011221091 SAN MATEO CA,19.33,Supermarkets
3/22/2024,3/22/2024,VALVE BELLEVUE WA,29.99,Merchandise
3/23/2024,3/23/2024,WALGREENS #7043 SAN FRANCISCOCAAPPLE PAY ENDING IN 1455,13.07,Merchandise
3/24/2024,3/24/2024,SQ *NICK CIPPONERI FAR SAN FRANCISCOCA0001152921513812955955,8,Supermarkets
3/25/2024,3/25/2024,CCBILL.COM 888-5969279 AZ,7.43,Merchandise
3/25/2024,3/25/2024,CCBILL.COM 888-5969279 AZ,12.75,Merchandise
3/25/2024,3/25/2024,GOOGLE *COLAB CC@GOOGLE.COMCAP10LBCZT,10.59,Merchandise
3/25/2024,3/25/2024,JEFFREYS HAMBURGER SM SAN MATEO CA,31.22,Restaurants
3/25/2024,3/25/2024,OTF SAN MATEO 650-4870404 CA,4.39,Travel/ Entertainment
3/25/2024,3/27/2024,SP RING USA 8006561918 CA,-370.99,Payments and Credits
3/27/2024,3/27/2024,ADOBE *ADOBE 408-536-6000 CA,29.99,Merchandise
3/27/2024,3/27/2024,ALIPAY BEIJING CHN1442.00 @ 00000000.1385714 CNY,199.82,Department Stores
3/27/2024,3/27/2024,FASTRAK CSC 415-486-8655 CA,25,Travel/ Entertainment
3/27/2024,3/27/2024,FIVE BELOW 1436 FOSTER CITY CA,8.75,Merchandise
3/27/2024,3/27/2024,LYFT 1 RIDE 03-25 855-865-9553 CA,8.99,Travel/ Entertainment
3/27/2024,3/27/2024,MARVIN'S FARMERS MARKET MENLO PARK CA,29.59,Supermarkets
3/27/2024,3/27/2024,THE UC THEATRE 919-653-0443 NC,70.04,Travel/ Entertainment
3/28/2024,3/28/2024,CCBILL.COM 888-5969279 AZ,7.43,Merchandise
3/28/2024,3/28/2024,CCBILL.COM 888-5969279 AZ,10.35,Merchandise
3/28/2024,3/28/2024,WILLIS 6502396947 TN,103.5,Merchandise
3/29/2024,3/29/2024,CCBILL.COM 888-5969279 AZ,10.62,Merchandise
3/29/2024,3/29/2024,CCBILL.COM 888-5969279 AZ,10.62,Merchandise
3/29/2024,3/29/2024,COW PALACE (FOOD) 6502396947 CA,34.8,Merchandise
3/29/2024,3/29/2024,JFF PUBLICATIONS WILTON MANORSFL,6.98,Merchandise
3/30/2024,3/30/2024,CCBILL.COM 888-5969279 AZ,19.13,Merchandise
3/30/2024,3/30/2024,COW PALACE (BAR) 6502396947 CA,50.09,Merchandise
3/30/2024,3/30/2024,SQ *ZAREEN'S RESTAURAN REDWOOD CITY CA0001152921513836598792,41.8,Restaurants
3/30/2024,3/30/2024,TARGET 00010546091 SAN BRUNO CA,34.37,Supermarkets
3/31/2024,3/31/2024,SNACK* SOMI SOMI SAN M 8668682146 CA,5.4,Restaurants
4/1/2024,4/1/2024,AMAZON.COM*783OU3U03 AMZN.COM/BILLWANQUB51SMK9Q,69.64,Merchandise
4/1/2024,4/1/2024,CHATGPT SUBSCRIPTION 4158799686 CA,20,Merchandise
4/1/2024,4/1/2024,DD DOORDASH SUSHIRRIT 855-973-1040 CAAPPLE PAY ENDING IN 1455,28.57,Restaurants
4/1/2024,4/1/2024,SP KORI WORLD 4012179994 CA,57.98,Merchandise
4/1/2024,4/1/2024,THE DISTRICT BARBERS D 9292652995 NYAPPLE PAY ENDING IN 1455,61,Services
4/1/2024,4/3/2024,CCBILL.COM 888-5969279 AZ,3.19,Merchandise
4/1/2024,4/3/2024,PLANNED PARENTHOOD ACTIO NEW YORK NY,5,Services
4/1/2024,4/3/2024,SAFEWAY #1547 BURLINGAME CA,62.46,Supermarkets
4/1/2024,4/3/2024,SPOTIFY P2B1395D1E 8777781161 NY,5.99,Merchandise
4/2/2024,4/2/2024,ONEPASS 877-515-9364 MN370447,273.6,Services
4/2/2024,4/3/2024,AMAZON.COM*MT4R11EO3 AMZN.COM/BILLWA45HTYXU7UOR,23.69,Merchandise
4/2/2024,4/3/2024,BREAKING POINTS 2025317527 DCITEM TRANSFERRED FROM PREV ACCOUNT,10,Merchandise
4/2/2024,4/3/2024,CITY OF BURLINGAME-PARKI BURLINGAME CA,3,Services
4/3/2024,4/3/2024,AUTOMATIC STATEMENT CREDIT,-39.46,Awards and Rebate Credits
4/3/2024,4/3/2024,CCBILL.COM 888-5969279 AZ,10.62,Merchandise
4/3/2024,4/3/2024,DD *TEAPLUSNOODLES 6506819470 CA,43.19,Restaurants
4/3/2024,4/3/2024,KOKKO SAN MATEO CA,57.46,Restaurants
4/4/2024,4/4/2024,CCBILL.COM 888-5969279 AZ,8.49,Merchandise
4/4/2024,4/4/2024,INTERNET PAYMENT - THANK YOU,-1420.5,Payments and Credits
4/4/2024,4/4/2024,UNCLE TETSU #31003 SAN MATEO CA,20.48,Restaurants
4/5/2024,4/5/2024,EL PALENQUE TAQUERIA SAN MATEO CA,46.73,Restaurants
4/5/2024,4/5/2024,TST* THE REFUGE - HILL 650-458-3044 CA00018617016934523764AA,19.68,Restaurants
4/6/2024,4/6/2024,A MEDIUM CORPORATION 415-508-5008 CA,50,Services
4/6/2024,4/6/2024,MICROSOFT*STORE MSBILL.INFO WA,69.99,Merchandise
4/7/2024,4/7/2024,APPLE.COM/BILL 866-712-7753 CAAPPLE PAY ENDING IN 1455MMWF41WDVWA0,9.99,Merchandise
4/8/2024,4/8/2024,CCBILL.COM 888-5969279 AZ,10.62,Merchandise
