6/7/2023,-0.55,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/7/2023,-18.45,,PURCHASE INTL AUTHORIZED ON 06/06 CARRO DELFINARIO VALENCIA ESP S383157384413133 CARD 1081
6/7/2023,-0.19,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/7/2023,-6.6,,PURCHASE INTL AUTHORIZED ON 06/06 FARMACIA JOSE M CA VALENCIA ESP S383157299187316 CARD 1081
6/8/2023,-0.04,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/8/2023,-1.61,,PURCHASE INTL AUTHORIZED ON 06/07 SAWDA FRUTAS Y ALI MADRID ESP S383158754864429 CARD 1081
6/8/2023,-0.07,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/8/2023,-2.59,,PURCHASE INTL AUTHORIZED ON 06/07 FRUTAS PLAZA LAVAP MADRID ESP S383158513496646 CARD 1081
6/8/2023,-1.25,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/8/2023,-41.76,,PURCHASE INTL AUTHORIZED ON 06/07 NWHITE MADRID ESP S383158429935372 CARD 1081
6/8/2023,-0.24,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/8/2023,-8.05,,PURCHASE INTL AUTHORIZED ON 06/07 TCH HOSTEL BURGOS MADRID ESP S383158288162494 CARD 1081
6/8/2023,-0.37,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/8/2023,-12.45,,PURCHASE INTL AUTHORIZED ON 06/06 METRO DE MADRID S. MADRID ESP S583158251831049 CARD 1081
6/9/2023,-0.12,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/9/2023,-4.19,,PURCHASE INTL AUTHORIZED ON 06/08 CHOCOLATERIA 1902 MADRID ESP S383159613105377 CARD 1081
6/9/2023,-0.12,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/9/2023,-4.3,,PURCHASE INTL AUTHORIZED ON 06/08 CHOCOLATERIA 1902 MADRID ESP S383159602777721 CARD 1081
6/9/2023,-0.64,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/9/2023,-21.38,,PURCHASE INTL AUTHORIZED ON 06/08 PALACIO REAL DE MA MADRID ESP S383159592927019 CARD 1081
6/9/2023,-0.08,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/9/2023,-2.69,,PURCHASE INTL AUTHORIZED ON 06/08 PAY*DALE CAFE MADRlD ESP S383159374587867 CARD 1081
6/9/2023,-0.1,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/9/2023,-3.44,,PURCHASE INTL AUTHORIZED ON 06/08 PAY*DALE CAFE MADRlD ESP S383159374153879 CARD 1081
6/12/2023,-0.33,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/12/2023,-11.17,,PURCHASE INTL AUTHORIZED ON 06/10 NAKED 29 TREMBL302150/ FRA S383161253732739 CARD 1081
6/12/2023,-0.07,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/12/2023,-2.48,,PURCHASE INTL AUTHORIZED ON 06/09 NYX*ABServiciosSel Madrid ESP S383161085646483 CARD 1081
6/12/2023,-0.07,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/12/2023,-2.48,,PURCHASE INTL AUTHORIZED ON 06/09 NYX*ABServiciosSel Madrid ESP S383161085351173 CARD 1081
6/12/2023,-0.17,,INTERNATIONAL PURCHASE TRANSACTION FEE
6/12/2023,-5.93,,PURCHASE INTL AUTHORIZED ON 06/09 PAY*Croffles Madri Madrid ESP S383160521192447 CARD 1081
6/13/2023,-135,,VENMO PAYMENT 230613 1027594599507 SEAN LEWIS
6/14/2023,-500,,SoFi Bank TRANSFER SD1300 SLewis Sean Lewis:66639:792
6/15/2023,398.53,,Nationwide PAYROLL 01 HRP0009402413 Sean Lewis
