Date,Description,Type,Amount,Current balance,Status
2025-05-19,SAFEWAY #1547,Debit Card,-97.35,1788.12,Posted
2025-05-13,From Savings - 3552,Deposit,155,1885.47,Posted
2025-05-12,WELLS FARGO BANK,Withdrawal,-300,1730.47,Posted
2025-05-01,From Savings - 3552,Deposit,450,2030.47,Posted
2025-04-30,Interest earned,Interest Earned,0.66,1580.47,Posted
2025-04-28,VENMO,Direct Payment,-120,1579.81,Posted
2025-04-21,VENMO,Direct Payment,-400,1699.81,Posted
2025-04-21,VENMO,Direct Payment,-195,2099.81,Posted
2025-04-21,VENMO,Direct Payment,-250.57,2294.81,Posted
2025-04-21,VENMO,Direct Payment,-777.6,2545.38,Posted
2025-04-18,From Savings - 3552,Deposit,2000,3322.98,Posted
2025-04-14,VENMO,Direct Payment,-25,1322.98,Posted
2025-04-13,From Savings - 3552,Deposit,155,1347.98,Posted
2025-04-03,IRS,Direct Payment,-304.21,1192.98,Posted
2025-04-02,VENMO,Direct Payment,-276,1497.19,Posted
2025-04-01,From Savings - 3552,Deposit,450,1773.19,Posted
2025-03-31,Interest earned,Interest Earned,0.84,1323.19,Posted
2025-03-13,From Savings - 3552,Deposit,155,1322.35,Posted
2025-03-09,CASH APP*SEAN LEWIS,Debit Card,-290.00,1167.35,Posted
2025-03-07,CASH APP*SEAN LEWIS,Debit Card,-700.00,1457.35,Posted
2025-03-07,To Savings - 3552,Withdrawal,-3000,2157.35,Posted
2025-03-06,DEPT EDUCATION,Direct Payment,-3000,5157.35,Posted
2025-03-05,VENMO,Direct Payment,-1555.2,8157.35,Posted
2025-03-04,From Savings - 3552,Deposit,3000,9712.55,Posted
2025-03-04,From Savings - 3552,Deposit,3000,6712.55,Posted
2025-03-04,From Savings - 3552,Deposit,2000,3712.55,Posted
2025-03-04,VENMO,Direct Payment,-53.44,1712.55,Posted
2025-03-03,CASH APP*SEAN LEWIS,Debit Card,-510.00,1765.99,Posted
2025-03-02,Zelle® Payment from Don Lewis,Direct Payment,500.00,2275.99,Posted
2025-03-01,From Savings - 3552,Deposit,450,1775.99,Posted
2025-02-28,Interest earned,Interest Earned,0.43,1325.99,Posted
2025-02-20,Synchrony Bank,Direct Payment,-2394.89,1325.56,Posted
2025-02-18,From Savings - 3552,Deposit,3000,3720.45,Posted
2025-02-18,STATE FARM RO 27,Direct Payment,-11.12,720.45,Posted
2025-02-13,From Savings - 3552,Deposit,155,731.57,Posted
2025-02-05,Roundup *SPRINGER NATURE,Roundup,-0.05,576.57,Posted
2025-02-05,SPRINGER NATURE,Debit Card,-29.95,576.62,Posted
2025-02-05,Synchrony Bank,Direct Payment,-1000,606.57,Posted
2025-02-04,CASH APP*CAIRO DANIEL,Debit Card,-120.00,1606.57,Posted
2025-02-04,From Savings - 3552,Deposit,1010,1726.57,Posted
2025-02-01,From Savings - 3552,Deposit,450,716.57,Posted
2025-01-31,Interest earned,Interest Earned,0.48,266.57,Posted
2025-01-31,BMO BANK N.A.,ATM,-103.50,266.09,Posted
2025-01-31,Roundup *CITY OF SM PW PARKING,Roundup,-0.25,369.59,Posted
2025-01-31,CITY OF SM PW PARKING,Debit Card,-0.75,369.84,Posted
2025-01-31,IRS,Direct Payment,-138,370.59,Posted
2025-01-27,Roundup *ARCO#04495SINO,Roundup,-0.37,508.59,Posted
2025-01-27,ARCO#04495SINO,Debit Card,-43.63,508.96,Posted
2025-01-22,Zelle® Payment to Don Lewis,Direct Payment,-200.00,552.59,Posted
2025-01-16,WELLS FARGO BANK NA,Withdrawal,-100,752.59,Posted
2025-01-16,WELLS FARGO BANK,Withdrawal,-100,852.59,Posted
2025-01-15,VENMO,Deposit,286.46,952.59,Posted
2025-01-15,STATE FARM RO 27,Direct Payment,-108.56,666.13,Posted
2025-01-14,Zelle® Payment to Sharon Lewis,Direct Payment,-1000.00,774.69,Posted
2025-01-13,From Savings - 3552,Deposit,155,1774.69,Posted
2025-01-12,To Savings - 3552,Withdrawal,-1000,1619.69,Posted
2025-01-11,Zelle® Payment from Don Lewis,Direct Payment,967.00,2619.69,Posted
2025-01-08,VENMO,Direct Payment,-1633.74,1652.69,Posted
2025-01-07,From Savings - 3552,Deposit,1634,3286.43,Posted
2025-01-01,From Savings - 3552,Deposit,450,1652.43,Posted
